listing_id,donor_id,donor_type,food_type,quantity,unit,city,packaging,time_posted,time_since_cooked_mins,donor_reliability,distance_km,ambient_temp_c,freshness_score,pickup_prob,picked_up
L01211,D0251,HomeCook,Cooked Meal,3.1,packs,Delhi,Cloth Wrap,2025-09-02 02:42:00,71,High,2.39,26.0,0.346,0.466,0
L01212,D0544,Restaurant,Baked Goods,4.8,plates,Hyderabad,Covered Tray,2025-09-02 03:06:00,30,High,1.23,24.0,0.624,0.653,1
L01213,D0422,Restaurant,Cooked Meal,2.4,plates,Bengaluru,Covered Tray,2025-09-02 15:38:00,112,Low,4.19,33.8,0.391,0.621,1
L01214,D0580,Society,Cooked Meal,2.6,packs,Chennai,Covered Tray,2025-09-03 14:23:00,93,High,6.15,34.3,0.496,0.624,1
L01215,D0699,HomeCook,Cooked Meal,9.1,plates,Hyderabad,Covered Tray,2025-09-03 23:02:00,223,Medium,5.54,30.8,0.231,0.437,0
L01216,D0185,Society,Fruits,25.2,kg,Pune,Covered Tray,2025-09-04 13:39:00,118,Medium,5.59,32.4,0.407,0.606,1
L01217,D0175,HomeCook,Desserts,1.4,boxes,Chennai,Airtight,2025-09-03 17:40:00,96,Medium,6.49,26.6,0.52,0.623,0
L01218,D0180,Society,Baked Goods,7.6,plates,Hyderabad,Airtight,2025-09-03 06:00:00,180,Low,4.61,26.1,0.298,0.445,0
L01219,D0081,HomeCook,Cooked Meal,9.3,packs,Chennai,Covered Tray,2025-09-03 06:44:00,85,High,5.31,31.1,0.51,0.741,0
L01220,D0625,Restaurant,Cooked Meal,8.5,packs,Pune,Sealed Box,2025-09-01 16:16:00,86,High,6.56,27.8,0.59,0.63,1
L01221,D0392,Event,Fruits,5.0,kg,Delhi,Sealed Box,2025-09-02 06:00:00,38,Medium,10.67,31.5,0.574,0.667,0
L01222,D0635,Caterer,Cooked Meal,5.2,boxes,Hyderabad,Open Tray,2025-09-01 16:15:00,97,Medium,0.2,32.3,0.321,0.495,1
L01223,D0700,Restaurant,Cooked Meal,9.7,plates,Pune,Covered Tray,2025-09-01 15:03:00,43,Low,0.2,27.8,0.529,0.595,1
L01224,D0247,HomeCook,Beverage,0.5,packs,Hyderabad,Airtight,2025-09-01 18:06:00,117,High,6.06,28.3,0.595,0.645,1
L01225,D0510,Society,Baked Goods,3.9,kg,Chennai,Airtight,2025-09-03 01:13:00,199,Low,7.72,24.1,0.266,0.504,0
L01226,D0598,Restaurant,Fruits,17.4,packs,Hyderabad,Sealed Box,2025-09-03 19:37:00,92,High,1.07,26.2,0.65,0.794,1
L01227,D0147,HomeCook,Cooked Meal,8.0,kg,Hyderabad,Covered Tray,2025-09-01 15:35:00,126,Medium,4.45,29.8,0.374,0.477,1
L01228,D0238,Event,Cooked Meal,9.1,boxes,Pune,Open Tray,2025-09-02 00:28:00,115,High,3.61,30.7,0.332,0.577,1
L01229,D0473,Restaurant,Fruits,9.6,kg,Chennai,Airtight,2025-09-01 15:38:00,45,High,4.39,24.6,0.726,0.852,1
L01230,D0654,Society,Salads,7.8,boxes,Pune,Airtight,2025-09-01 09:41:00,94,High,1.19,32.0,0.511,0.624,0
L01231,D0261,Restaurant,Cooked Meal,3.3,plates,Bengaluru,Open Tray,2025-09-03 08:18:00,133,High,7.12,33.2,0.302,0.52,1
L01232,D0471,Event,Cooked Meal,0.5,kg,Delhi,Covered Tray,2025-09-01 20:07:00,89,Medium,2.56,31.6,0.437,0.595,1
L01233,D0262,HomeCook,Cooked Meal,26.0,plates,Chennai,Sealed Box,2025-09-03 23:34:00,73,Low,6.17,32.9,0.447,0.609,1
L01234,D0683,HomeCook,Desserts,1.5,boxes,Delhi,Cloth Wrap,2025-09-01 22:27:00,80,Low,4.79,31.1,0.257,0.377,1
L01235,D0010,Restaurant,Desserts,0.9,packs,Pune,Airtight,2025-09-03 05:41:00,85,Medium,0.78,28.0,0.626,0.61,0
L01236,D0477,Bakery,Cooked Meal,6.3,boxes,Hyderabad,Airtight,2025-09-02 05:11:00,130,Medium,2.33,27.2,0.493,0.574,1
L01237,D0295,Restaurant,Cooked Meal,2.8,plates,Chennai,Covered Tray,2025-09-02 07:48:00,97,Medium,2.84,30.1,0.501,0.561,0
L01238,D0694,Event,Cooked Meal,3.9,boxes,Pune,Open Tray,2025-09-01 11:43:00,39,High,8.9,30.8,0.416,0.564,0
L01239,D0162,HomeCook,Cooked Meal,5.6,plates,Bengaluru,Open Tray,2025-09-01 12:25:00,78,Low,0.2,30.7,0.3,0.522,0
L01240,D0076,Restaurant,Cooked Meal,2.0,packs,Hyderabad,Sealed Box,2025-09-02 02:35:00,129,Low,0.2,31.0,0.431,0.523,0
L01241,D0453,Event,Cooked Meal,5.0,plates,Mumbai,Covered Tray,2025-09-03 06:42:00,127,Low,6.42,25.8,0.274,0.446,1
L01242,D0354,Restaurant,Cooked Meal,5.9,boxes,Hyderabad,Covered Tray,2025-09-06 11:37:00,111,Low,2.04,31.7,0.345,0.449,0
L01243,D0602,Restaurant,Cooked Meal,0.7,packs,Mumbai,Open Tray,2025-09-02 20:29:00,157,High,7.94,27.2,0.265,0.409,1
L01244,D0307,Society,Desserts,6.3,plates,Bengaluru,Cloth Wrap,2025-09-01 14:14:00,123,High,9.92,30.2,0.264,0.575,0
L01245,D0655,Restaurant,Desserts,0.6,plates,Mumbai,Airtight,2025-09-01 07:27:00,32,Medium,1.33,31.2,0.731,0.645,1
L01246,D0707,Restaurant,Salads,0.5,plates,Delhi,Covered Tray,2025-09-01 18:04:00,21,Medium,4.0,25.9,0.459,0.633,1
L01247,D0468,HomeCook,Cooked Meal,6.7,boxes,Bengaluru,Open Tray,2025-09-05 06:20:00,132,Low,3.43,34.1,0.249,0.513,0
L01248,D0310,HomeCook,Baked Goods,5.2,kg,Chennai,Covered Tray,2025-09-06 22:00:00,127,Medium,4.65,29.8,0.373,0.453,0
L01249,D0204,HomeCook,Fruits,3.8,packs,Hyderabad,Airtight,2025-09-02 01:36:00,71,Low,7.52,26.9,0.458,0.636,1
L01250,D0394,HomeCook,Cooked Meal,2.6,plates,Hyderabad,Airtight,2025-09-02 15:58:00,137,High,16.87,27.6,0.387,0.495,1
L01251,D0495,Event,Beverage,12.4,plates,Pune,Open Tray,2025-09-07 08:08:00,46,Low,15.63,31.1,0.277,0.586,1
L01252,D0110,Restaurant,Cooked Meal,1.2,boxes,Hyderabad,Sealed Box,2025-09-01 18:19:00,124,Medium,7.95,29.8,0.377,0.578,1
L01253,D0243,HomeCook,Cooked Meal,3.2,plates,Bengaluru,Sealed Box,2025-09-04 22:16:00,29,Low,1.18,27.2,0.567,0.622,1
L01254,D0586,Bakery,Fruits,3.8,kg,Chennai,Cloth Wrap,2025-09-01 23:06:00,115,Low,5.57,26.8,0.26,0.35,1
L01255,D0368,Restaurant,Cooked Meal,0.9,kg,Delhi,Airtight,2025-09-01 09:22:00,23,Low,5.52,32.2,0.558,0.658,0
L01256,D0717,Event,Baked Goods,4.7,boxes,Hyderabad,Covered Tray,2025-09-01 17:50:00,125,Medium,6.41,32.8,0.391,0.576,1
L01257,D0303,Bakery,Cooked Meal,0.5,packs,Hyderabad,Cloth Wrap,2025-09-09 23:28:00,73,Low,2.29,29.3,0.295,0.468,0
L01258,D0023,Restaurant,Cooked Meal,0.5,packs,Chennai,Sealed Box,2025-09-02 01:12:00,223,Low,2.35,33.3,0.257,0.448,1
L01259,D0675,HomeCook,Salads,16.6,kg,Hyderabad,Open Tray,2025-09-03 03:33:00,197,Medium,2.45,32.2,0.154,0.469,1
L01260,D0406,Society,Desserts,0.5,plates,Bengaluru,Cloth Wrap,2025-09-03 04:43:00,140,Medium,6.03,25.0,0.186,0.376,0
L01261,D0282,Restaurant,Baked Goods,18.2,plates,Pune,Covered Tray,2025-09-02 11:11:00,212,Medium,2.9,29.7,0.237,0.448,1
L01262,D0009,Restaurant,Fruits,5.5,boxes,Pune,Airtight,2025-09-01 16:07:00,58,Low,1.28,28.3,0.527,0.672,1
L01263,D0580,Bakery,Cooked Meal,5.7,kg,Bengaluru,Sealed Box,2025-09-01 19:56:00,112,High,0.2,27.0,0.577,0.616,1
L01264,D0703,Restaurant,Cooked Meal,4.5,kg,Chennai,Airtight,2025-09-02 00:09:00,153,Medium,5.55,26.0,0.406,0.504,1
L01265,D0797,Restaurant,Salads,3.1,plates,Mumbai,Sealed Box,2025-09-02 15:38:00,190,Medium,2.86,28.4,0.269,0.459,1
L01266,D0763,HomeCook,Cooked Meal,15.0,boxes,Mumbai,Airtight,2025-09-02 09:45:00,11,Medium,7.75,33.1,0.637,0.766,1
L01267,D0051,Restaurant,Baked Goods,15.2,kg,Pune,Airtight,2025-09-02 15:16:00,99,Low,9.53,22.8,0.35,0.613,0
L01268,D0621,Restaurant,Beverage,0.8,plates,Bengaluru,Covered Tray,2025-09-01 17:23:00,81,Low,4.11,32.4,0.433,0.649,0
L01269,D0764,Caterer,Cooked Meal,2.3,kg,Delhi,Open Tray,2025-09-01 19:00:00,38,Low,6.97,32.8,0.333,0.449,1
L01270,D0509,HomeCook,Cooked Meal,0.6,kg,Bengaluru,Sealed Box,2025-09-02 17:45:00,38,Medium,0.2,26.1,0.67,0.627,1
L01271,D0294,HomeCook,Cooked Meal,8.3,plates,Bengaluru,Covered Tray,2025-09-05 07:21:00,137,High,7.87,26.1,0.372,0.553,0
L01272,D0795,Restaurant,Salads,0.8,plates,Chennai,Airtight,2025-09-01 13:51:00,112,Low,0.2,33.1,0.351,0.442,1
L01273,D0236,Event,Cooked Meal,2.0,kg,Bengaluru,Covered Tray,2025-09-03 09:31:00,194,Medium,8.83,28.5,0.278,0.529,1
L01274,D0622,Restaurant,Baked Goods,6.6,boxes,Bengaluru,Cloth Wrap,2025-09-01 19:40:00,52,Medium,5.98,26.8,0.243,0.401,0
L01275,D0361,Restaurant,Baked Goods,4.2,packs,Bengaluru,Covered Tray,2025-09-01 09:50:00,63,Medium,8.92,31.0,0.44,0.599,0
L01276,D0225,Event,Fruits,0.5,packs,Hyderabad,Airtight,2025-09-02 08:03:00,60,Medium,0.2,25.2,0.733,0.76,1
L01277,D0652,Bakery,Salads,3.0,plates,Pune,Sealed Box,2025-09-01 17:07:00,125,Medium,6.0,29.0,0.372,0.544,1
L01278,D0195,Restaurant,Fruits,8.0,packs,Pune,Airtight,2025-09-07 13:02:00,71,High,4.43,30.5,0.719,0.77,1
L01279,D0636,Event,Cooked Meal,1.9,kg,Mumbai,Cloth Wrap,2025-09-01 23:47:00,113,High,2.81,34.1,0.329,0.455,0
L01280,D0257,Bakery,Salads,3.2,packs,Delhi,Covered Tray,2025-09-12 04:38:00,116,Medium,2.61,31.8,0.308,0.513,1
L01281,D0695,Caterer,Cooked Meal,2.5,packs,Mumbai,Cloth Wrap,2025-09-02 10:43:00,122,High,2.98,27.9,0.294,0.494,1
L01282,D0774,HomeCook,Cooked Meal,3.5,plates,Pune,Open Tray,2025-09-04 16:51:00,86,Medium,3.79,26.0,0.362,0.53,1
L01283,D0739,HomeCook,Desserts,8.4,plates,Chennai,Airtight,2025-09-02 19:35:00,71,Low,5.46,23.5,0.467,0.59,1
L01284,D0786,Society,Cooked Meal,6.6,packs,Pune,Airtight,2025-09-02 22:41:00,200,High,5.77,28.0,0.343,0.508,1
L01285,D0676,Restaurant,Cooked Meal,6.6,boxes,Pune,Open Tray,2025-09-06 08:10:00,13,High,6.6,30.9,0.445,0.625,0
L01286,D0644,Caterer,Baked Goods,9.0,packs,Chennai,Covered Tray,2025-09-02 18:22:00,142,Low,1.6,27.6,0.295,0.509,0
L01287,D0100,HomeCook,Cooked Meal,0.7,kg,Mumbai,Open Tray,2025-09-03 19:15:00,48,High,7.31,33.1,0.424,0.53,1
L01288,D0643,Bakery,Baked Goods,6.7,packs,Bengaluru,Airtight,2025-09-04 11:07:00,67,Medium,3.32,26.8,0.631,0.732,1
L01289,D0662,Caterer,Cooked Meal,0.5,plates,Bengaluru,Covered Tray,2025-09-06 15:09:00,117,Medium,0.2,30.6,0.504,0.633,1
L01290,D0041,Restaurant,Salads,4.9,boxes,Delhi,Open Tray,2025-09-07 23:23:00,89,High,4.15,28.4,0.282,0.495,0
L01291,D0317,HomeCook,Cooked Meal,4.0,plates,Hyderabad,Open Tray,2025-09-04 22:46:00,105,High,6.01,22.0,0.329,0.481,1
L01292,D0452,Caterer,Cooked Meal,5.9,packs,Pune,Covered Tray,2025-09-04 00:47:00,166,Low,12.96,25.3,0.227,0.398,1
L01293,D0035,Caterer,Desserts,3.7,boxes,Mumbai,Airtight,2025-09-03 05:30:00,136,Low,0.2,30.3,0.43,0.525,0
L01294,D0594,Restaurant,Baked Goods,0.6,plates,Pune,Open Tray,2025-09-05 07:44:00,129,High,8.15,28.2,0.283,0.443,1
L01295,D0374,Restaurant,Cooked Meal,9.6,plates,Bengaluru,Open Tray,2025-09-01 07:06:00,13,High,6.29,35.6,0.438,0.592,1
L01296,D0093,Society,Cooked Meal,11.1,plates,Pune,Sealed Box,2025-09-01 11:48:00,160,Low,6.68,28.3,0.297,0.45,1
L01297,D0303,Society,Cooked Meal,7.6,kg,Pune,Covered Tray,2025-09-05 00:38:00,62,High,3.36,30.2,0.613,0.753,1
L01298,D0335,Event,Cooked Meal,5.1,kg,Bengaluru,Open Tray,2025-09-04 05:19:00,65,High,1.59,32.7,0.454,0.579,1
L01299,D0766,HomeCook,Cooked Meal,0.6,packs,Bengaluru,Cloth Wrap,2025-09-03 06:24:00,183,Low,5.52,29.0,0.173,0.313,0
L01300,D0426,Restaurant,Baked Goods,0.5,kg,Delhi,Open Tray,2025-09-04 14:07:00,36,High,9.37,29.3,0.359,0.461,1
L01301,D0180,Restaurant,Cooked Meal,8.5,packs,Bengaluru,Airtight,2025-09-01 15:13:00,144,Low,3.94,26.2,0.376,0.492,1
L01302,D0206,Restaurant,Cooked Meal,1.6,plates,Mumbai,Airtight,2025-09-01 11:12:00,84,Low,6.28,32.1,0.429,0.615,1
L01303,D0136,Restaurant,Cooked Meal,4.3,packs,Hyderabad,Sealed Box,2025-09-02 10:38:00,19,Medium,3.94,29.9,0.687,0.644,0
L01304,D0553,Caterer,Cooked Meal,1.5,boxes,Bengaluru,Covered Tray,2025-09-02 01:45:00,79,High,1.34,33.0,0.545,0.651,0
L01305,D0375,Restaurant,Cooked Meal,1.4,plates,Pune,Sealed Box,2025-09-03 00:28:00,143,High,6.41,29.0,0.45,0.431,0
L01306,D0544,Restaurant,Beverage,1.9,packs,Chennai,Airtight,2025-09-03 02:17:00,35,Low,6.81,27.8,0.538,0.546,0
L01307,D0514,Restaurant,Cooked Meal,0.5,boxes,Bengaluru,Sealed Box,2025-09-02 16:34:00,37,Medium,3.03,33.4,0.685,0.722,0
L01308,D0280,Bakery,Cooked Meal,7.4,boxes,Mumbai,Airtight,2025-09-01 12:18:00,7,Medium,2.32,29.5,0.759,0.834,1
L01309,D0169,Bakery,Salads,2.8,packs,Pune,Open Tray,2025-09-02 05:01:00,139,Medium,4.93,28.7,0.201,0.418,0
L01310,D0264,Restaurant,Cooked Meal,4.1,boxes,Delhi,Covered Tray,2025-09-03 18:15:00,126,Medium,9.42,27.4,0.369,0.527,1
L01311,D0494,Restaurant,Baked Goods,0.5,plates,Chennai,Open Tray,2025-09-04 02:15:00,60,Medium,4.98,31.8,0.34,0.555,1
L01312,D0303,Society,Baked Goods,11.7,packs,Delhi,Open Tray,2025-09-03 15:50:00,89,Low,7.52,28.9,0.253,0.486,1
L01313,D0765,HomeCook,Fruits,3.5,boxes,Pune,Airtight,2025-09-06 00:10:00,24,High,8.47,33.7,0.728,0.769,1
L01314,D0347,Restaurant,Salads,1.1,boxes,Chennai,Airtight,2025-09-01 18:54:00,69,Medium,6.18,18.6,0.471,0.503,0
L01315,D0118,Bakery,Desserts,5.2,plates,Hyderabad,Airtight,2025-09-01 07:01:00,102,Low,5.96,33.6,0.391,0.559,1
L01316,D0480,Bakery,Cooked Meal,2.5,boxes,Chennai,Covered Tray,2025-09-05 05:47:00,113,Low,2.01,26.5,0.415,0.486,1
L01317,D0078,Restaurant,Cooked Meal,0.5,plates,Mumbai,Open Tray,2025-09-03 23:45:00,41,Low,6.62,32.1,0.34,0.437,1
L01318,D0145,Restaurant,Cooked Meal,1.3,plates,Mumbai,Airtight,2025-09-04 01:47:00,78,High,4.66,29.0,0.737,0.809,1
L01319,D0773,HomeCook,Beverage,3.0,packs,Pune,Covered Tray,2025-09-02 15:01:00,15,High,2.52,32.0,0.72,0.736,0
L01320,D0232,Event,Beverage,0.5,kg,Chennai,Cloth Wrap,2025-09-07 06:40:00,93,Medium,5.88,31.3,0.261,0.411,1
L01321,D0693,Restaurant,Cooked Meal,2.6,plates,Mumbai,Covered Tray,2025-09-01 11:51:00,88,Medium,8.57,29.0,0.448,0.614,1
L01322,D0742,Event,Cooked Meal,2.5,kg,Chennai,Covered Tray,2025-09-03 20:03:00,167,High,2.45,27.1,0.371,0.461,1
L01323,D0691,Restaurant,Salads,15.4,packs,Hyderabad,Sealed Box,2025-09-01 15:47:00,30,Medium,9.17,27.0,0.408,0.597,1
L01324,D0571,Caterer,Cooked Meal,2.2,boxes,Mumbai,Airtight,2025-09-01 16:55:00,231,Medium,4.11,28.7,0.287,0.479,1
L01325,D0375,Event,Cooked Meal,1.4,packs,Chennai,Open Tray,2025-09-07 04:58:00,253,Medium,13.11,25.7,0.063,0.334,0
L01326,D0093,Restaurant,Cooked Meal,20.0,packs,Mumbai,Cloth Wrap,2025-09-02 22:51:00,94,Medium,1.04,32.7,0.301,0.648,0
L01327,D0405,Society,Cooked Meal,4.8,kg,Delhi,Airtight,2025-09-03 15:08:00,99,Low,2.2,26.9,0.456,0.611,0
L01328,D0015,Event,Cooked Meal,7.9,plates,Pune,Airtight,2025-09-04 00:18:00,56,High,12.63,28.3,0.51,0.575,1
L01329,D0271,Society,Cooked Meal,2.6,packs,Chennai,Sealed Box,2025-09-04 01:19:00,168,Medium,0.2,30.9,0.425,0.566,1
L01330,D0550,Restaurant,Beverage,3.1,plates,Hyderabad,Open Tray,2025-09-05 11:15:00,207,Low,11.03,27.0,0.159,0.373,1
L01331,D0127,HomeCook,Salads,1.4,plates,Delhi,Airtight,2025-09-05 13:37:00,168,Low,0.2,26.1,0.264,0.261,1
L01332,D0466,HomeCook,Cooked Meal,1.0,boxes,Hyderabad,Covered Tray,2025-09-03 23:49:00,215,Medium,0.46,28.4,0.341,0.501,0
L01333,D0378,Event,Desserts,0.5,kg,Chennai,Covered Tray,2025-09-04 15:41:00,21,Medium,1.52,28.7,0.6,0.618,0
L01334,D0599,Society,Cooked Meal,7.0,packs,Chennai,Sealed Box,2025-09-02 17:06:00,74,High,0.76,22.8,0.672,0.753,1
L01335,D0391,Bakery,Cooked Meal,16.8,plates,Bengaluru,Covered Tray,2025-09-03 21:27:00,128,Low,10.08,30.1,0.313,0.559,0
L01336,D0654,Restaurant,Cooked Meal,4.3,boxes,Bengaluru,Sealed Box,2025-09-04 06:51:00,117,High,6.46,34.0,0.476,0.558,0
L01337,D0381,HomeCook,Baked Goods,3.9,plates,Bengaluru,Open Tray,2025-09-02 07:01:00,89,High,5.65,28.2,0.338,0.499,1
L01338,D0111,Restaurant,Cooked Meal,9.8,packs,Hyderabad,Sealed Box,2025-09-03 17:17:00,71,High,14.03,29.9,0.477,0.749,0
L01339,D0692,HomeCook,Baked Goods,7.7,plates,Chennai,Covered Tray,2025-09-01 18:08:00,195,High,8.29,27.9,0.254,0.484,0
L01340,D0240,Society,Cooked Meal,0.5,plates,Chennai,Sealed Box,2025-09-01 13:19:00,110,Medium,7.36,30.7,0.44,0.515,1
L01341,D0483,Caterer,Cooked Meal,3.6,boxes,Mumbai,Airtight,2025-09-04 04:33:00,112,Medium,3.24,29.3,0.528,0.549,0
L01342,D0026,Event,Desserts,8.3,packs,Bengaluru,Covered Tray,2025-09-04 12:03:00,20,High,0.2,25.4,0.72,0.853,1
L01343,D0635,HomeCook,Baked Goods,1.6,kg,Delhi,Covered Tray,2025-09-05 11:47:00,45,Low,2.84,29.6,0.465,0.51,1
L01344,D0575,Society,Desserts,7.7,kg,Pune,Airtight,2025-09-02 14:22:00,95,Medium,0.86,30.1,0.563,0.582,0
L01345,D0336,Restaurant,Cooked Meal,2.1,packs,Bengaluru,Covered Tray,2025-09-03 11:02:00,17,Low,3.25,30.3,0.514,0.485,0
L01346,D0625,HomeCook,Cooked Meal,2.2,plates,Hyderabad,Covered Tray,2025-09-09 05:59:00,83,High,5.37,28.8,0.563,0.557,0
L01347,D0227,Caterer,Desserts,6.2,kg,Chennai,Airtight,2025-09-02 04:23:00,112,Medium,5.39,28.9,0.483,0.646,0
L01348,D0664,Event,Baked Goods,1.8,kg,Delhi,Covered Tray,2025-09-14 06:14:00,102,Low,3.34,28.0,0.331,0.483,0
L01349,D0065,Society,Cooked Meal,4.1,kg,Hyderabad,Open Tray,2025-09-01 20:52:00,198,Low,1.24,34.3,0.148,0.299,1
L01350,D0651,Society,Desserts,17.4,kg,Mumbai,Covered Tray,2025-09-01 22:41:00,14,High,11.82,32.4,0.588,0.74,1
L01351,D0476,Restaurant,Salads,11.3,boxes,Hyderabad,Covered Tray,2025-09-01 18:15:00,98,Medium,2.81,31.5,0.39,0.633,1
L01352,D0718,Restaurant,Cooked Meal,2.8,boxes,Hyderabad,Open Tray,2025-09-03 00:13:00,144,Low,3.87,26.2,0.212,0.32,0
L01353,D0310,Restaurant,Baked Goods,9.7,packs,Pune,Open Tray,2025-09-03 18:14:00,95,Medium,4.35,26.7,0.299,0.485,1
L01354,D0665,Society,Cooked Meal,6.4,boxes,Pune,Covered Tray,2025-09-02 15:52:00,68,High,4.38,33.0,0.547,0.667,1
L01355,D0419,Restaurant,Cooked Meal,1.3,packs,Chennai,Airtight,2025-09-01 20:38:00,70,Low,8.02,26.5,0.491,0.624,1
L01356,D0120,Society,Fruits,3.9,kg,Chennai,Sealed Box,2025-09-03 01:31:00,39,Low,4.38,25.3,0.553,0.704,1
L01357,D0144,HomeCook,Beverage,3.2,plates,Delhi,Airtight,2025-09-01 22:41:00,127,Medium,5.39,28.4,0.436,0.54,1
L01358,D0047,Restaurant,Cooked Meal,8.1,boxes,Delhi,Covered Tray,2025-09-03 05:11:00,137,Medium,11.62,30.3,0.259,0.399,1
L01359,D0039,Bakery,Cooked Meal,19.7,plates,Mumbai,Open Tray,2025-09-01 12:27:00,71,Medium,8.61,28.8,0.349,0.58,0
L01360,D0312,Bakery,Cooked Meal,23.4,kg,Hyderabad,Open Tray,2025-09-01 21:54:00,169,Low,1.42,32.9,0.195,0.525,1
L01361,D0505,Society,Cooked Meal,10.8,boxes,Bengaluru,Airtight,2025-09-01 16:20:00,160,Medium,9.99,27.7,0.319,0.548,1
L01362,D0119,Event,Desserts,1.5,plates,Bengaluru,Open Tray,2025-09-06 06:46:00,203,Low,9.16,26.8,0.147,0.36,0
L01363,D0100,Restaurant,Beverage,14.6,boxes,Bengaluru,Covered Tray,2025-09-03 17:05:00,126,Medium,0.2,22.8,0.458,0.645,1
L01364,D0241,Bakery,Cooked Meal,0.5,packs,Chennai,Open Tray,2025-09-01 13:28:00,93,Medium,5.77,24.9,0.317,0.373,0
L01365,D0551,Restaurant,Baked Goods,0.7,packs,Pune,Open Tray,2025-09-04 14:49:00,43,Low,7.2,24.5,0.307,0.43,0
L01366,D0139,Restaurant,Cooked Meal,2.5,packs,Hyderabad,Open Tray,2025-09-05 21:10:00,29,Medium,6.2,31.5,0.394,0.522,0
L01367,D0465,Restaurant,Cooked Meal,4.3,packs,Bengaluru,Open Tray,2025-09-01 18:54:00,220,Medium,6.26,27.2,0.183,0.362,0
L01368,D0380,Restaurant,Baked Goods,2.3,packs,Mumbai,Airtight,2025-09-10 14:17:00,39,High,0.2,31.0,0.694,0.731,1
L01369,D0430,Restaurant,Salads,1.6,boxes,Delhi,Covered Tray,2025-09-03 02:11:00,45,High,4.49,26.9,0.482,0.525,1
L01370,D0602,HomeCook,Baked Goods,6.9,plates,Delhi,Sealed Box,2025-09-02 03:58:00,316,High,4.9,25.0,0.045,0.365,0
L01371,D0761,HomeCook,Cooked Meal,4.7,packs,Chennai,Airtight,2025-09-03 18:31:00,14,Medium,3.42,27.7,0.686,0.753,1
L01372,D0425,Bakery,Salads,13.8,boxes,Pune,Covered Tray,2025-09-01 20:22:00,85,High,8.48,31.2,0.376,0.565,1
L01373,D0671,HomeCook,Baked Goods,2.2,kg,Bengaluru,Sealed Box,2025-09-01 19:45:00,116,Medium,0.2,28.6,0.505,0.622,1
L01374,D0102,Restaurant,Cooked Meal,0.8,kg,Delhi,Covered Tray,2025-09-03 05:06:00,179,Medium,5.98,25.7,0.33,0.463,0
L01375,D0502,Society,Baked Goods,0.6,plates,Hyderabad,Sealed Box,2025-09-02 10:50:00,160,Medium,4.34,27.1,0.352,0.521,0
L01376,D0631,Restaurant,Cooked Meal,3.5,boxes,Mumbai,Airtight,2025-09-04 22:18:00,88,Medium,6.93,28.4,0.531,0.59,1
L01377,D0418,Society,Baked Goods,11.2,plates,Hyderabad,Airtight,2025-09-02 18:00:00,131,Medium,0.2,30.2,0.465,0.528,1
L01378,D0287,Restaurant,Cooked Meal,20.0,kg,Delhi,Airtight,2025-09-01 11:29:00,26,Medium,5.07,27.1,0.637,0.756,1
L01379,D0034,HomeCook,Cooked Meal,0.5,boxes,Delhi,Open Tray,2025-09-03 03:42:00,75,High,8.71,31.9,0.335,0.493,1
L01380,D0707,Caterer,Fruits,1.7,boxes,Delhi,Open Tray,2025-09-01 18:48:00,128,Low,11.0,26.1,0.237,0.391,1
L01381,D0380,Bakery,Baked Goods,0.7,boxes,Bengaluru,Sealed Box,2025-09-03 04:15:00,164,High,5.17,30.3,0.366,0.414,1
L01382,D0223,Event,Cooked Meal,1.8,plates,Chennai,Sealed Box,2025-09-05 12:27:00,112,Low,3.76,28.5,0.437,0.527,1
L01383,D0455,Society,Cooked Meal,2.1,kg,Pune,Open Tray,2025-09-04 12:58:00,180,Low,6.74,31.3,0.175,0.354,1
L01384,D0456,HomeCook,Cooked Meal,2.1,packs,Delhi,Open Tray,2025-09-04 02:04:00,20,High,6.41,27.9,0.431,0.472,1
L01385,D0372,Restaurant,Cooked Meal,2.1,kg,Delhi,Cloth Wrap,2025-09-03 04:41:00,44,Medium,0.41,33.2,0.317,0.355,1
L01386,D0102,Restaurant,Cooked Meal,0.6,plates,Pune,Airtight,2025-09-03 23:24:00,127,Medium,0.2,30.3,0.541,0.547,0
L01387,D0703,Restaurant,Cooked Meal,9.8,boxes,Bengaluru,Covered Tray,2025-09-06 07:31:00,28,High,11.99,27.7,0.593,0.758,0
L01388,D0558,Event,Cooked Meal,1.7,packs,Chennai,Open Tray,2025-09-03 04:08:00,118,Medium,4.58,25.4,0.326,0.491,0
L01389,D0661,Restaurant,Cooked Meal,7.7,plates,Bengaluru,Covered Tray,2025-09-02 18:23:00,134,Low,2.42,24.5,0.346,0.524,1
L01390,D0368,HomeCook,Baked Goods,6.5,packs,Hyderabad,Covered Tray,2025-09-03 02:00:00,44,Medium,7.32,30.0,0.483,0.567,1
L01391,D0063,HomeCook,Cooked Meal,10.7,plates,Hyderabad,Covered Tray,2025-09-02 13:39:00,204,Medium,4.97,23.1,0.296,0.465,1
L01392,D0408,HomeCook,Beverage,16.5,boxes,Chennai,Covered Tray,2025-09-01 17:16:00,85,Medium,4.28,28.2,0.471,0.69,1
L01393,D0283,Society,Cooked Meal,0.5,kg,Pune,Airtight,2025-09-01 16:48:00,47,High,9.37,29.5,0.597,0.692,1
L01394,D0195,Event,Cooked Meal,3.4,boxes,Chennai,Airtight,2025-09-01 09:52:00,169,Low,0.2,30.8,0.351,0.422,0
